character,comic_title,format,date,event
Wolverine,Secret Defenders (1993) #6,Comic,1993-08-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #133,Comic,1993-07-08 00:00:00+00:00,None
Wolverine,Wolverine (1988) #71,Comic,1993-07-01 00:00:00+00:00,None
Wolverine,Marvel Super Heroes (1990) #14,Comic,1993-07-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #132,Comic,1993-07-01 00:00:00+00:00,None
Wolverine,Guardians of the Galaxy (1990) #38,Comic,1993-07-01 00:00:00+00:00,None
Wolverine,Secret Defenders (1993) #5,Comic,1993-07-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #131,Comic,1993-06-15 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #130,Comic,1993-06-08 00:00:00+00:00,None
Wolverine,X-Men (1991) #21,Comic,1993-06-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #70,Comic,1993-06-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #129,Comic,1993-06-01 00:00:00+00:00,None
Wolverine,Secret Defenders (1993) #4,Comic,1993-06-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #300,Comic,1993-05-10 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #128,Comic,1993-05-08 00:00:00+00:00,None
Wolverine,X-Men (1991) #20,Comic,1993-05-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #69,Comic,1993-05-01 00:00:00+00:00,None
Wolverine,Fantastic Four (1961) #376,Comic,1993-05-01 00:00:00+00:00,None
Wolverine,Secret Defenders (1993) #3,Comic,1993-05-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #126,Comic,1993-04-08 00:00:00+00:00,None
Wolverine,X-Men (1991) #19,Comic,1993-04-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #68,Comic,1993-04-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #125,Comic,1993-04-01 00:00:00+00:00,None
Wolverine,Fantastic Four (1961) #375,Comic,1993-04-01 00:00:00+00:00,None
Wolverine,Secret Defenders (1993) #2,Comic,1993-04-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #124,Comic,1993-03-08 00:00:00+00:00,None
Wolverine,X-Men (1991) #18,Comic,1993-03-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #67,Comic,1993-03-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #123,Comic,1993-03-01 00:00:00+00:00,None
Wolverine,Fantastic Four (1961) #374,Comic,1993-03-01 00:00:00+00:00,None
Wolverine,Secret Defenders (1993) #1,Comic,1993-03-01 00:00:00+00:00,None
Wolverine,What If? (1989) #47,Comic,1993-03-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #17,Comic,1993-02-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #66,Comic,1993-02-01 00:00:00+00:00,None
Wolverine,What If? (1989) #46,Comic,1993-02-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #16,Comic,1993-01-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #65,Comic,1993-01-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #296,Comic,1993-01-01 00:00:00+00:00,None
Wolverine,X-Factor (1986) #86,Comic,1993-01-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #15,Comic,1992-12-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #64,Comic,1992-12-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #295,Comic,1992-12-01 00:00:00+00:00,None
Wolverine,X-Factor (1986) #85,Comic,1992-12-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #14,Comic,1992-11-10 00:00:00+00:00,None
Wolverine,Wolverine (1988) #63,Comic,1992-11-01 00:00:00+00:00,None
Wolverine,X-Factor (1986) #84,Comic,1992-11-01 00:00:00+00:00,None
Wolverine,Fantastic Four (1961) #370,Comic,1992-11-01 00:00:00+00:00,Infinity War
Wolverine,Wolverine: Inner Fury (1992) #1,Comic,1992-11-01 00:00:00+00:00,None
Wolverine,X-Force (1991) #16,Comic,1992-11-01 00:00:00+00:00,None
Wolverine,What If? (1989) #43,Comic,1992-11-01 00:00:00+00:00,None
Wolverine,West Coast Avengers (1985) #88,Comic,1992-11-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #13,Comic,1992-10-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #62,Comic,1992-10-01 00:00:00+00:00,None
Wolverine,West Coast Avengers (1985) #87,Comic,1992-10-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #12,Comic,1992-09-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #60,Comic,1992-09-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #61,Comic,1992-09-01 00:00:00+00:00,None
Wolverine,Warlock and the Infinity Watch (1992) #8,Comic,1992-09-01 00:00:00+00:00,None
Wolverine,Spider-Man (1990) #26,Comic,1992-09-01 00:00:00+00:00,None
Wolverine,What If? (1989) #41,Comic,1992-09-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #11,Comic,1992-08-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #58,Comic,1992-08-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #59,Comic,1992-08-01 00:00:00+00:00,None
Wolverine,Fantastic Four (1961) #367,Comic,1992-08-01 00:00:00+00:00,Infinity War
Wolverine,What the--?! (1988) #20,Comic,1992-08-01 00:00:00+00:00,None
Wolverine,Captain America (1968) #403,Comic,1992-07-30 00:00:00+00:00,None
Wolverine,X-Men (1991) #10,Comic,1992-07-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #56,Comic,1992-07-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #57,Comic,1992-07-01 00:00:00+00:00,None
Wolverine,What If? (1989) #39,Comic,1992-07-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #9,Comic,1992-06-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #55,Comic,1992-06-01 00:00:00+00:00,None
Wolverine,What If? (1989) #38,Comic,1992-06-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #54,Comic,1992-05-10 00:00:00+00:00,None
Wolverine,X-Force (1991) #10,Comic,1992-05-10 00:00:00+00:00,None
Wolverine,X-Men (1991) #8,Comic,1992-05-01 00:00:00+00:00,None
Wolverine,"Doctor Strange, Sorcerer Supreme (1988) #41",Comic,1992-05-01 00:00:00+00:00,None
Wolverine,What If? (1989) #37,Comic,1992-05-01 00:00:00+00:00,None
Wolverine,X-Force (1991) #9,Comic,1992-04-10 00:00:00+00:00,None
Wolverine,X-Men (1991) #7,Comic,1992-04-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #53,Comic,1992-04-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #109,Comic,1992-03-25 00:00:00+00:00,Infinity War
Wolverine,X-Men (1991) #6,Comic,1992-03-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #52,Comic,1992-03-01 00:00:00+00:00,None
Wolverine,X-Force (1991) #7,Comic,1992-02-10 00:00:00+00:00,None
Wolverine,X-Men (1991) #5,Comic,1992-02-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #51,Comic,1992-02-01 00:00:00+00:00,None
Wolverine,What If? (1989) #34,Comic,1992-02-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #100,Comic,1992-01-22 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #99,Comic,1992-01-15 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #98,Comic,1992-01-08 00:00:00+00:00,None
Wolverine,X-Men (1991) #4,Comic,1992-01-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #50,Comic,1992-01-01 00:00:00+00:00,None
Wolverine,Marvel Super Heroes (1990) #8,Comic,1992-01-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #97,Comic,1992-01-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #3,Comic,1991-12-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #49,Comic,1991-12-01 00:00:00+00:00,None
Wolverine,GHOST RIDER/WOLVERINE/PUNISHER: HEARTS OF DARKNESS 1 (1991) #1,Comic,1991-12-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #96,Comic,1991-11-28 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #95,Comic,1991-11-21 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #94,Comic,1991-11-14 00:00:00+00:00,None
Wolverine,"Nick Fury, Agent of S.H.I.E.L.D. (1989) #29",Comic,1991-11-10 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #93,Comic,1991-11-07 00:00:00+00:00,None
Wolverine,X-Men (1991) #2,Comic,1991-11-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #48,Comic,1991-11-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #92,Comic,1991-10-31 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #91,Comic,1991-10-24 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #90,Comic,1991-10-17 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #89,Comic,1991-10-10 00:00:00+00:00,None
Wolverine,"Nick Fury, Agent of S.H.I.E.L.D. (1989) #28",Comic,1991-10-10 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #88,Comic,1991-10-03 00:00:00+00:00,None
Wolverine,X-Men (1991) #1,Comic,1991-10-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #47,Comic,1991-10-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #87,Comic,1991-09-26 00:00:00+00:00,None
Wolverine,Wolverine (1988) #46,Comic,1991-09-25 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #86,Comic,1991-09-19 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #85,Comic,1991-09-12 00:00:00+00:00,None
Wolverine,"Nick Fury, Agent of S.H.I.E.L.D. (1989) #27",Comic,1991-09-10 00:00:00+00:00,None
Wolverine,Wolverine (1988) #45,Comic,1991-09-07 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #84,Comic,1991-09-05 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #280,Comic,1991-09-01 00:00:00+00:00,None
Wolverine,X-Factor (1986) #70,Comic,1991-09-01 00:00:00+00:00,None
Wolverine,Impossible Man Summer Spectacular (1990) #2,Comic,1991-09-01 00:00:00+00:00,None
Wolverine,"Doctor Strange, Sorcerer Supreme (1988) #33",Comic,1991-09-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #83,Comic,1991-08-30 00:00:00+00:00,None
Wolverine,Wolverine (1988) #44,Comic,1991-08-25 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #82,Comic,1991-08-15 00:00:00+00:00,None
Wolverine,Wolverine (1988) #43,Comic,1991-08-07 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #81,Comic,1991-08-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #279,Comic,1991-08-01 00:00:00+00:00,None
Wolverine,X-Factor (1986) #69,Comic,1991-08-01 00:00:00+00:00,None
Wolverine,WOLVERINE: RAHNE OF TERRA 1 (1991) #1,Comic,1991-08-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #80,Comic,1991-07-30 00:00:00+00:00,None
Wolverine,Wolverine (1988) #42,Comic,1991-07-25 00:00:00+00:00,None
Wolverine,Spider-Man (1990) #12,Comic,1991-07-10 00:00:00+00:00,None
Wolverine,Wolverine (1988) #41,Comic,1991-07-07 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #79,Comic,1991-07-05 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #278,Comic,1991-07-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #78,Comic,1991-06-30 00:00:00+00:00,None
Wolverine,Spider-Man (1990) #11,Comic,1991-06-10 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #77,Comic,1991-06-05 00:00:00+00:00,None
Wolverine,Wolverine (1988) #40,Comic,1991-06-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #277,Comic,1991-06-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #76,Comic,1991-05-15 00:00:00+00:00,None
Wolverine,Spider-Man (1990) #10,Comic,1991-05-10 00:00:00+00:00,None
Wolverine,Wolverine (1988) #39,Comic,1991-05-01 00:00:00+00:00,None
Wolverine,Avengers (1963) #332,Comic,1991-05-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #276,Comic,1991-05-01 00:00:00+00:00,None
Wolverine,Spider-Man (1990) #9,Comic,1991-04-10 00:00:00+00:00,None
Wolverine,Wolverine (1988) #38,Comic,1991-04-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #275,Comic,1991-04-01 00:00:00+00:00,None
Wolverine,What If? (1989) #24,Comic,1991-04-01 00:00:00+00:00,None
Wolverine,Spider-Man (1990) #8,Comic,1991-03-10 00:00:00+00:00,None
Wolverine,Wolverine (1988) #37,Comic,1991-03-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #274,Comic,1991-03-01 00:00:00+00:00,None
Wolverine,Fantastic Four (1961) #349,Comic,1991-03-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #36,Comic,1991-02-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #273,Comic,1991-02-01 00:00:00+00:00,None
Wolverine,X-Factor (1986) #63,Comic,1991-02-01 00:00:00+00:00,None
Wolverine,Marvel Fanfare (1982) #55,Comic,1991-02-01 00:00:00+00:00,None
Wolverine,X-Men Annual (1970) #15,Comic,1991-01-15 00:00:00+00:00,Kings of Pain
Wolverine,Wolverine (1988) #35,Comic,1991-01-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #272,Comic,1991-01-01 00:00:00+00:00,X-Tinction Agenda
Wolverine,X-Factor (1986) #62,Comic,1991-01-01 00:00:00+00:00,X-Tinction Agenda
Wolverine,Fantastic Four (1961) #348,Comic,1991-01-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #34,Comic,1990-12-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #271,Comic,1990-12-01 00:00:00+00:00,X-Tinction Agenda
Wolverine,X-Factor (1986) #61,Comic,1990-12-01 00:00:00+00:00,X-Tinction Agenda
Wolverine,Fantastic Four (1961) #347,Comic,1990-12-01 00:00:00+00:00,None
Wolverine,Marvel Fanfare (1982) #54,Comic,1990-12-01 00:00:00+00:00,None
Wolverine,WOLVERINE: BLOODLUST 1 (1990) #1,Comic,1990-12-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #64,Comic,1990-11-15 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #63,Comic,1990-11-08 00:00:00+00:00,None
Wolverine,Wolverine (1988) #33,Comic,1990-11-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #62,Comic,1990-11-01 00:00:00+00:00,None
Wolverine,Alpha Flight (1983) #90,Comic,1990-11-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #32,Comic,1990-10-01 00:00:00+00:00,None
Wolverine,Alpha Flight (1983) #89,Comic,1990-10-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #31,Comic,1990-09-30 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #268,Comic,1990-09-30 00:00:00+00:00,None
Wolverine,New Mutants (1983) #93,Comic,1990-09-10 00:00:00+00:00,None
Wolverine,Wolverine (1988) #30,Comic,1990-09-01 00:00:00+00:00,None
Wolverine,Alpha Flight (1983) #88,Comic,1990-09-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #28,Comic,1990-08-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #29,Comic,1990-08-01 00:00:00+00:00,None
Wolverine,Alpha Flight (1983) #87,Comic,1990-08-01 00:00:00+00:00,None
Wolverine,MARVEL MASTERWORKS: THE UNCANNY X-MEN (Hardcover),Hardcover,1990-08-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #265,Comic,1990-08-01 00:00:00+00:00,None
Wolverine,What If? (1989) #16,Comic,1990-08-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #26,Comic,1990-07-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #27,Comic,1990-07-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #53,Comic,1990-07-01 00:00:00+00:00,None
Wolverine,What If? (1989) #15,Comic,1990-07-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #52,Comic,1990-06-08 00:00:00+00:00,None
Wolverine,Wolverine (1988) #25,Comic,1990-06-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #51,Comic,1990-06-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #24,Comic,1990-05-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #261,Comic,1990-05-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #23,Comic,1990-04-01 00:00:00+00:00,None
Wolverine,Marvel Fanfare (1982) #50,Comic,1990-04-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #22,Comic,1990-03-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #259,Comic,1990-03-01 00:00:00+00:00,None
Wolverine,Classic X-Men (1986) #45,Comic,1990-03-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #47,Comic,1990-02-26 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #46,Comic,1990-02-19 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #45,Comic,1990-02-12 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #44,Comic,1990-02-05 00:00:00+00:00,None
Wolverine,Wolverine (1988) #21,Comic,1990-02-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #258,Comic,1990-02-01 00:00:00+00:00,Acts of Vengeance!
Wolverine,Marvel Comics Presents (1988) #43,Comic,1990-01-29 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #42,Comic,1990-01-22 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #41,Comic,1990-01-15 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #40,Comic,1990-01-08 00:00:00+00:00,None
Wolverine,X-Men Annual (1970) #14,Comic,1990-01-01 00:00:00+00:00,Days of Future Present
Wolverine,Wolverine (1988) #20,Comic,1990-01-01 00:00:00+00:00,Acts of Vengeance!
Wolverine,Marvel Comics Presents (1988) #39,Comic,1990-01-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #257,Comic,1990-01-01 00:00:00+00:00,Acts of Vengeance!
Wolverine,WOLVERINE: THE JUNGLE ADVENTURE 1 (1990) #1,Comic,1990-01-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #38,Comic,1989-12-29 00:00:00+00:00,None
Wolverine,Wolverine (1988) #18,Comic,1989-12-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #19,Comic,1989-12-01 00:00:00+00:00,Acts of Vengeance!
Wolverine,What If? (1989) #7,Comic,1989-12-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #253,Comic,1989-11-15 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #252,Comic,1989-11-08 00:00:00+00:00,None
Wolverine,Wolverine (1988) #17,Comic,1989-11-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #251,Comic,1989-11-01 00:00:00+00:00,None
Wolverine,Classic X-Men (1986) #39,Comic,1989-11-01 00:00:00+00:00,None
Wolverine,Classic X-Men (1986) #40,Comic,1989-11-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #249,Comic,1989-10-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #248,Comic,1989-09-01 00:00:00+00:00,None
Wolverine,Damage Control (1989) #4,Comic,1989-08-01 00:00:00+00:00,None
Wolverine,Punisher War Journal (1988) #7,Comic,1989-07-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #246,Comic,1989-07-01 00:00:00+00:00,None
Wolverine,Punisher War Journal (1988) #6,Comic,1989-06-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #245,Comic,1989-06-01 00:00:00+00:00,None
Wolverine,Classic X-Men (1986) #33,Comic,1989-05-01 00:00:00+00:00,None
Wolverine,Marvel Fanfare (1982) #45,Comic,1989-04-30 00:00:00+00:00,None
Wolverine,Marvel Fanfare (1982) #43,Comic,1989-04-10 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #243,Comic,1989-04-01 00:00:00+00:00,Inferno
Wolverine,X-Factor (1986) #39,Comic,1989-04-01 00:00:00+00:00,Inferno
Wolverine,Classic X-Men (1986) #32,Comic,1989-04-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #242,Comic,1989-03-01 00:00:00+00:00,Inferno
Wolverine,X-Factor (1986) #38,Comic,1989-03-01 00:00:00+00:00,Inferno
Wolverine,Havok and Wolverine: Meltdown (1988) #4,Comic,1989-02-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #241,Comic,1989-02-01 00:00:00+00:00,Inferno
Wolverine,X-Men Annual (1970) #13,Comic,1989-01-01 00:00:00+00:00,Atlantis Attacks
Wolverine,Marvel Comics Presents (1988) #10,Comic,1989-01-01 00:00:00+00:00,None
Wolverine,Havok and Wolverine: Meltdown (1988) #3,Comic,1989-01-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #240,Comic,1989-01-01 00:00:00+00:00,Inferno
Wolverine,Marvel Comics Presents (1988) #9,Comic,1988-12-08 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #8,Comic,1988-12-01 00:00:00+00:00,None
Wolverine,Havok and Wolverine: Meltdown (1988) #2,Comic,1988-12-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #239,Comic,1988-12-01 00:00:00+00:00,Inferno
Wolverine,Classic X-Men (1986) #28,Comic,1988-12-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #16,Comic,1988-11-15 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #238,Comic,1988-11-15 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #7,Comic,1988-11-08 00:00:00+00:00,None
Wolverine,Wolverine (1988) #15,Comic,1988-11-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #6,Comic,1988-11-01 00:00:00+00:00,None
Wolverine,Havok and Wolverine: Meltdown (1988) #1,Comic,1988-11-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #237,Comic,1988-11-01 00:00:00+00:00,None
Wolverine,Classic X-Men (1986) #27,Comic,1988-11-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #14,Comic,1988-10-15 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #236,Comic,1988-10-15 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #5,Comic,1988-10-08 00:00:00+00:00,None
Wolverine,Wolverine (1988) #13,Comic,1988-10-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #4,Comic,1988-10-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #235,Comic,1988-10-01 00:00:00+00:00,None
Wolverine,Classic X-Men (1986) #26,Comic,1988-10-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #234,Comic,1988-09-20 00:00:00+00:00,None
Wolverine,Wolverine (1988) #12,Comic,1988-09-15 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #3,Comic,1988-09-15 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #2,Comic,1988-09-08 00:00:00+00:00,None
Wolverine,Wolverine (1988) #11,Comic,1988-09-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #1,Comic,1988-09-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #233,Comic,1988-09-01 00:00:00+00:00,None
Wolverine,Classic X-Men (1986) #25,Comic,1988-09-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #10,Comic,1988-08-01 00:00:00+00:00,None
Wolverine,Alpha Flight (1983) #61,Comic,1988-08-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #232,Comic,1988-08-01 00:00:00+00:00,None
Wolverine,Classic X-Men (1986) #24,Comic,1988-08-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #9,Comic,1988-07-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #231,Comic,1988-07-01 00:00:00+00:00,None
Wolverine,Classic X-Men (1986) #23,Comic,1988-07-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #8,Comic,1988-06-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #230,Comic,1988-06-01 00:00:00+00:00,None
Wolverine,Classic X-Men (1986) #22,Comic,1988-06-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #7,Comic,1988-05-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #229,Comic,1988-05-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #6,Comic,1988-04-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #228,Comic,1988-04-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #5,Comic,1988-03-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #227,Comic,1988-03-01 00:00:00+00:00,Fall of the Mutants
Wolverine,Wolverine (1988) #4,Comic,1988-02-01 00:00:00+00:00,None
Wolverine,Incredible Hulk (1962) #340,Comic,1988-02-01 00:00:00+00:00,Fall of the Mutants
Wolverine,Uncanny X-Men (1981) #226,Comic,1988-02-01 00:00:00+00:00,Fall of the Mutants
Wolverine,Classic X-Men (1986) #18,Comic,1988-02-01 00:00:00+00:00,None
